type,sub_type,text,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage
condos,condo,"New construction in the heart of downtown Basalt, available now with completion this summer. Our top floor residences, known as The Collection, offer upgraded appliance packages, enhanced design details, and refined interior finishes. These third floor premier units have the best all-around and elevated views to enjoy the beauty of Basalt. The Midland Residences offer a limited collection of studio, one, and two-bedroom residences located on the building's second and third floors. Residences feature modern layouts with contemporary finishes designed for efficiency, comfort, and lock-and-leave convenience. The ground level is anchored by a new steakhouse concept, cafe, and a market from CP Restaurant Group, a beloved wine & spirits store, and a fabulous community gathering outdoor patio that connects seamlessly to downtown Basalt. From the building, residents are within walking distance of local restaurants, shops, and the weekly farmers market. The Midland Residences is steps from the Roaring Fork River and Fryingpan River confluence, providing direct access to world-class fly fishing, river parks, and extensive biking and hiking trails. Skiing at Aspen Snowmass is easily accessible by a walkable bus station or a short drive, making the location well suited for year-round use. Whether spending the morning on the river, the afternoon in the mountains, or walking to dinner, The Midland Residences place you at the center of it all. A very rare opportunity to own new in downtown Basalt. For more information, visit. Unit 304 is a 1-bedroom unit. All units come with dedicated parking and storage. See Documents for Floor Plan Types and Floor Plate. HOA Assessments are subject to change.",949000,655.0,1.0,1.0,1.0,1.0,1.0,2.0
single_family,,"The spacious front porch on this Blake is the perfect welcome to your new home. Inside, the gathering room complete with fireplace flows to the kitchen and cafe space set for entertaining. Upstairs, the loft offers additional living or home office",546600,1868.0,2.0,3.0,3.0,2.0,2.0,2.0
townhomes,townhouse,"Welcome to the Delta Place Community where high end finishes abound! Featuring contemporary, open floor plan, sleek finishes, a large master suite, and multiple walk-in closets, this gorgeous, single-family attached home is a must-see! With tankless water heater and options for upgrades this home is truly an affordable luxury. Spacious garage has plenty of room for storage, plus is fully drywalled. HOA covers exterior stucco, siding, paint, trash, landscaping, and street snow removal. This unit comes fully landscaped and move-in ready. Perfectly located near Academy Blvd, this community blends walkable parks and schools with easy access to everything Colorado Springs has to offer. 10 min to downtown and Peterson AFB, and only 15 min to Fort Carson. NO RESTRICTIONS ON SHORT TERM RENTALS! Additionally, the Delta Place HOA allows corporate, furnished, and short-term rentals. Don't miss the opportunity on a new home that is uniquely you. Please note taxes are currently assessed as bare land for entire complex. Taxes will increase after property is completed . Please ask listing agent about possible changes allowed to Options and Upgrades (see docs management)",359900,1115.0,2.0,2.0,3.0,3.0,3.0,1.0
land,,"Discover an extraordinary opportunity to build your dream home inside the exclusive, gated community of The Polo Club, one of the most coveted addresses in Broadmoor proper. This rare level lot offers sweeping city views, majestic mountain vistas, and a setting that blends privacy with prestige. A charming cobblestone street, solid perimeter wall, and secure electric gates define this enclave of elegance. Located just five blocks from the iconic 5-Star Broadmoor Hotel, this is Colorado Springs living at its finest.",950000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
land,,"Off-Grid Freedom in Copper Gulch 5.12 Acres with Big Colorado Views. If you crave space, solitude, and self-reliance, this off-grid property delivers. Set well off the beaten path, this 5.12-acre parcel offers the freedom to unplug and live on your own terms. The road allows you to pull right onto the propertyperfect for bringing your camper and starting your Colorado adventure today. With wide-open views to the southeast and a natural slope that adds character without limiting usability, this land gives you options: build your off-grid cabin, create a private camping basecamp, or simply enjoy the land as it is. The setting offers true peace and quietno traffic, no crowdsjust you, the mountains, and the stars. Yet, youll still have reliable access for year-round visits or future construction plans. This is the kind of property where mornings start with coffee over the campfire and nights end under brilliant dark skies. Located in the greater Arkansas River Valley of Southern Colorado, this area is a dream for outdoor enthusiastshome to gold medal fishing, whitewater rafting, ATV and OHV trails, and endless hiking through BLM and National Forest lands. Youre within reach of Texas Creek ATV Park, the Royal Gorge, and charming mountain towns like Salida, Westcliffe, and Caon Cityall offering a mix of art, food, and community spirit. If youre ready to live closer to nature and further from ordinary, this is the place. No HOA. No covenants. Just pure Colorado freedom.",19900,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
townhomes,townhouse,"Introducing Phase II at Arrowleaf! These townhomes are designed for comfort, functionality, and year round adventure. Unit 114 features an open-concept living area with high-end finishes, a sleek linear gas fireplace, 2 bedrooms, 2.5 bathrooms, and two bedroom suiteseach with its own private bath. A heated two-car garage provides plenty of room for vehicles and mountain gear. Construction is expected to be completed early April, which means you could be enjoying your brand-new retreat just in time for spring skiing. Located less than a mile from Trent Park, the future Shops at Smith Ranch, and Downtown Silverthorne for shopping, dining, and entertainment. Outdoor enthusiasts will love being close to 5 world class ski resorts, endless backcountry trailheads, and more. The Blue River sits just across the street, and Lake Dillon is a short bike ride away for boating, kayaking, fishing, and paddleboarding. Developer is offering a $10, 000 incentive to use toward upgrade options, finishes, or closing costs. Take advantage of this limited offer while it lasts!",825000,1332.0,2.0,2.0,3.0,1.0,2.0,2.0
land,,"Welcome to our exclusive community offering 12 spacious 1/2 Acre lots, each awaiting your dream home. With utilities reaching the lot line and irrigation water provided, building here is a breeze. Enjoy picturesque southward views and convenient common driveways. Our community is governed by covenants ensuring its beauty and integrity. Come and be a part of this exceptional neighborhood today.",92000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Go big or go home? There's no need to sacrifice one over the other. We think it's better to go big and go home instead. This is where an en suite bedroom overlooks the covered deck on the main floor, and a spacious living and dining room bookends the open kitchen. Plus three full bathrooms with double sinks to help move morning routines along. And up to three bedrooms upstairs with high vaulted ceilings. Along with a walk-in closet in the owner's suite that keeps your wardrobe nice and organized. In this home, you'll live large and find the breathing room you need ... plenty of it.",566080,1939.0,2.0,4.0,4.0,3.0,3.0,2.0
single_family,,"Meet the Crest, a 2-story duet home with 1, 264 sq. ft., 2 bedrooms, 2/2.5 baths, and a 2-car alley-load insulated garage. Designed for comfort and flexibility, this open-concept plan features a single shared wall and a bright, efficient layout that maximizes space. Built with energy efficiency in mind, this home is thoughtfully designed to help you save on monthly costs while maintaining year-round comfort, all backed by Oakwoods Energy Smart Guarantee. Modern curb appeal creates a welcoming exterior and a charming streetscape. Inside, designer LVP flooring, Shaw carpeting, Delta faucets, and Sherwin-Williams paint add a refined touch. The kitchen includes a large island, stainless steel sink, sleek countertops, and ample pantry storage. Upstairs, two-bedroom suites each feature a walk-in closet and private bath.",374780,1264.0,2.0,2.0,3.0,2.0,2.0,2.0
land,,"Three Springs is an ever-growing community 10 minutes East of downtown Durango. Located by the hospital as well as many other businesses, you have easy access to everything you need conveniently located including restaurants, gyms, and a grocery market. The Three Springs neighborhood is a beautiful community that has an interlaced walking path and direct access to the Spur Line trail which is great for biking! Salt Brush Street has stunning custom homes and is ready to welcome yours into the family. Don't miss out on your next home in Three Springs.",124000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
land,,"It's time to build your home in the country! What are you waiting for?? This 3.21 acres has great year-round access and utilities are on Road N. No HOA; no CCRs; no limitations on size or type of home. Add your home, your garage, a shop and a stock building if you'd like to have animals. At this price, you'd bettered come take a look! Disclosure: Some of the ""ripple rock"" pictured may not be on this property but would be part of the view.",65000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
townhomes,townhouse,"Welcome to Lyric at RidgeGate, a new master-planned community that is surrounded by nature, entertainment, and vast amenities for all walks of life to enjoy. This gorgeous corner townhome is located near our open green space and abundant street parking. The Wakefield at Lyric at RidgeGate redefines luxury townhome living with distinct features designed for modern lifestyles. Step into an expansive open concept main level where Quartz countertops and a large kitchen island set the stage for seamless entertaining and daily living. Upstairs, discover a versatile flex space, perfect for creating a home office, gym, or cozy retreat tailored to your needs. The primary suite offers a tranquil escape with dual vanities, a walk-in closet, and a luxurious ensuite bathroom. A separate guest suite provides privacy and comfort with its own walk-in closet. Modern amenities include energy-efficient appliances and optional smart home technology, enhancing both convenience and efficiency. Outside, enjoy private outdoor living on your deck, ideal for relaxing and soaking in the community's vibrant atmosphere. Located within Lyric at RidgeGate, residents also benefit from access to parks, trails, and nearby shopping and dining options.",549990,1297.0,3.0,2.0,3.0,1.0,2.0,2.0
single_family,,The Fraser has a kitchen and dining area that overlooks the stunning two-story great room that elevates the home. The stunning kitchen island will be the center of all your hosting. The main floor guest room is tucked away allowing for more privacy.,650000,3120.0,2.0,5.0,4.0,4.0,4.0,3.0
single_family,,"One Story Design, Great Room with Fireplace, Kitchen with Island and Walk-in Pantry, Whirlpool Stainless Steel Gas Appliances, Dining Area with Access to the Patio, Study with Barn Doors, Laundry with Sink and Washer + Dryer, Primary Bath with Large Walk-in Shower, Door at Primary Bath, Spacious Walk-in Closet at Primary Bed, Covered Patio with Gas Line, Craftsman Stair Rails with Iron Balusters",849900,2174.0,1.0,2.0,3.0,2.0,2.0,2.0
single_family,,"What's Special: Flex Room | Kitchen Island | Exclusive Savings Welcome home to The Sedalia at 16473 W 93rd Way in Trailstone. This is where modern living meets timeless comfort in this stunning two-story home. Step into a flexible main floor space that easily transforms into a private bedroom and full bath, perfect for guests or evolving needs. Just down the hall, the sunlit great room opens seamlessly into the dining area and kitchen, complete with a spacious eat-in island. Enjoy Colorado's sunshine with optional outdoor living just off the dining room. Upstairs, find two cozy bedrooms, a full bath, and a generous loft for relaxing or entertaining. The primary suite offers a luxurious retreat with a 4-piece bath, large walk-in closet, and nearby laundry room for added ease. Discover Trailstone, a vibrant new community nestled at the edge of the Rocky Mountains in Arvada. Located just off Candelas Parkway and only 15 miles from Boulder, Trailstone offers spacious single-family homes with large backyards and breathtaking views of Downtown Denver, the mountains, and Standley Lake. With planned amenities like an outdoor pool and pickleball courts, every day invites you to explore, unwind, and enjoy the beauty of Colorado living. Additional Highlights Include: fireplace, covered patio, and 12' sliding glass door. MLS#7160396",788990,2396.0,2.0,3.0,3.0,2.0,2.0,2.0
land,,"Build Your Custom Dream Home! Discover this perfect .59-acre lot in The Bijoua rare opportunity to create the home youve always imagined. Enjoy a quiet cul-de-sac location with no through traffic, ideal for privacy and peace. This flat, ready-to-build lot offers endless design possibilities. Water and sewer taps are already paid, saving you time and money. Build with GoHomes, the preferred builder in The Bijou, or bring your own builder to make your vision a reality.",160000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
single_family,,"Welcome home to 10481 Emerson St in Northglenn, offering comfort, natural light, and everyday convenience. Step inside to discover a bright and welcoming living space. Neutral tones throughout create a calm backdrop while allowing you to easily personalize each room to suit your style. The kitchen offers cabinet/counter space and an area for dining. Three bedrooms provide flexibility for rest, work, or play. Two bathrooms complete this home, offering convenience for daily living. Additional features include a finished basement, attached garage, laundry area, and a private backyard with deck and shed-ideal for relaxing, outdoor dining, or gardening. Conveniently located near parks, schools, shopping, dining, and commuter routes, this home presents an excellent opportunity for a variety of buyers. Don't miss your chance to make this Northglenn property your own!",390000,1650.0,1.0,3.0,2.0,1.0,1.0,1.0
single_family,,"If mountain living speaks to your heart & soul, here's your opportunity to live surrounded by the unparalleled splendor of Colorado's Rocky Mountains. With unobstructed views of Devil's Thumb in the Indian Peaks Wilderness area to the soaring majesty of James & Parry to the slopes of Winter Park Peak, the 2.3 acre walk-out lot creates an idyllic setting for this beautiful 4,415 sq. ft. home. And better yet? Close proximity to Winter Park ski area (11.3 miles) means you'll never sit in weekend traffic on I-70 again. This exceptional home was designed by a team of experienced professionals in the architecture, building, and real estate industries. The final home design was the result of months of planning and a number of round table brainstorming sessions. Godden/Sudik... ...Architects, an award-winning Denver based architect firm of 26 years, brought the vision of the team to life. In 2024 they won the MAME award for ""Best Custom Home - 5,001 to 10,000 sq. ft."" Sheffield Homes will construct this masterpiece. Known for their client-centered approach and dedication to uncompromising quality, they have created a process that is organized and clear. Building a home can be overwhelming, but Sheffield Homes ensures that the path from concept to completion is easy for the homeowner. This home can be personalized, ensuring every detail is crafted to match your lifestyle and vision. Here are just a few features - 5 bedrooms plus a main level flex room with a 3/4 bath that can be used as a 6th bedroom 5 1/2 baths 4,415 finished square feet 1,214 of garage and storage space Over 1,100 square feet of covered outdoor living space Sprawling ranch design with expansive views from every room 2021 IECC - building to the EnergyStar 3.2v and Indoor AirPlus criterion Oversized living areas on both main and lower levels Large deck off of great room with 10' tall sliding glass doors and tongue-and-groove vaulted covering Built-in gas firepit on main-level deck, plumbed gas line for grill Walk-out basement with spacious lower-level patio offers additional outdoor living area Inviting great room features vaulted ceiling with knotty Alder beams, open to expansive views; gas fireplace with floor-to-ceiling stone Lavish kitchen appointed with 6-burner range top, 42"" refrigerator, large island, and dining area surrounded by 180p views Owner's spa provides relaxing retreat with gas fireplace, 5-piece bath, unobstructed views, and shared walk-in closet with laundry access Use flex room with attached bath off of kitchen for office, gaming, hobbies, or additional guest space Ample storage space for seasonal gear in both garage and mudroom Lower-level rec room with fireplace and wet bar In-floor radiant heat throughout, including snow-melt at front porch and sidewalk Pella windows and doors throughout Roofing features both asphalt shingles and standing seam metal",3195000,4415.0,2.0,5.0,6.0,5.0,5.0,3.0
land,,"This 5.6-acre parcel in the Sangre de Cristo Ranches is blanketed with beautiful pine and aspen trees. Its a fantastic chance to own land in Colorados Rocky Mountains. Add a driveway and a small pad among the trees, and youll have your own private spot for summer camping, a hunting base camp, or a seasonal off-grid cabin. Breathe in the fresh mountain air and take in the vast, star-filled skies!",19000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
land,,"Welcome to River Ridge Ranch, a premier covenant-protected community offering an exceptional blend of natural beauty and modern convenience. This stunning 36.95-acre parcel is the perfect canvas for your dream home or a tranquil Colorado getaway. Here's what makes this property stand out:36.95 acres of pristine Colorado land.Enjoy breathtaking vistas of the majestic Spanish Peaks.Electricity Already installed up to the property, ready for meter installation.Equipped with a new 2000-gallon water cistern and an on-demand electric water pump.A newly installed septic tank ensures modern waste management. Boundary survey completed and the lot is properly pinned, offering clear delineation of your property lines. A seasonal pond adds to the charm and ecological diversity of the land.This property is primed and ready for you to build.The covenant protection ensures that the quality and value of your investment are maintained, providing peace of mind in your new venture. Don't miss out!",195000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
land,,"Welcome to your Colorado Ranch Dream! Own, 35 beautiful acres in the prestigious Trails End Ranch community which comes with 1 acre-foot of water rights! This lot is the end of the cul-de-sac for minimum traffic and the unobstructed views are absolutely stunning!! Enjoy the breathtaking views of Pikes Peak, the Front Range, Sangre de Cristo Mountains, the Spanish Peaks, sunrises/sunsets, and abundant wildlife! There is no HOA or HOA fee; instead, there are well thought out and reasonable Recorded Covenants designed to keep the community in a quality manner all awhile being able to enjoy the freedom of owning 35 acres. Build on your timeline or hold if you prefer. Trails End Ranch is a highly coveted and one-of-a-kind community completely sold out for years except for rare opportunities like this where the owners had to change plans. The community has a stunning entrance with a rustic log entryway, covered stone mail kiosk with bench. There are dedicated riding trails throughout for the exclusive use of the owners for you to ride horseback, bike, jog, or walk your dog. Underground electric was installed along the parcel front boundary so no unsightly power poles blocking your views. Plus, you are in the path of growth and only 15 minutes to Falcon, less than 10 minutes to Schriever SFB, 20 - 25 minutes to the Powers Corridor and Peterson SFB. Major stores and services are close by.",325000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
land,,"Discover this extraordinary mountain lot offering privacy, serenity, and breathtaking views that feel like the edge of the world-only better. This secluded parcel is surrounded by mature trees and lush vegetation, creating the perfect setting for your dream mountain cabin or personal retreat. ** Situated adjacent to National Forest land, and close to popular trailheads, the property boasts spectacular panoramic views and endless outdoor recreation right at your doorstep. The building site is steep on the Grant Street side and levels out at the rear of the lot. Enjoy minimal traffic and maximum privacy! Buyers are encouraged to contact the Green Mountain Falls Clerk's Office for building requirements. ** Enjoy a quiet mountain setting while still being just minutes from Highway 24, shopping, and amenities. Seclusion, views, recreation, and opportunity-this rare parcel truly has it all. ** Don't miss your chance to own a piece of Green Mountain Falls!",60000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
single_family,,"Nestled in the heart of Winter Park, this downhill single-family mountain home embodies the essence of luxury mountain living. Boasting a 4-bedroom, 3.5-bath floorplan, this home offers dual primary suites, dual living rooms, and true main-floor living. Step inside to discover a seamlessly integrated main-floor living area with vaulted ceilings and incredible natural light. Entertaining is seamless with two living rooms offering flexibility for multigenerational families. The attached 2-car garage adds convenience, while nearby trails beckon outdoor enthusiasts. Walk to downtown Winter Park for dining and retail. Discover some of our most desirable homesites on Scenic Trail! ***We are offering a $15,000 Financing Credit with builder's preferred lender.***",2683729,2775.0,2.0,4.0,4.0,3.0,3.0,2.0
land,,"Discover your own slice of Colorado paradise with this stunning 35-acre property nestled in the prestigious gated community of Beckwith Mountain Ranch, just minutes from Westcliffe. This expansive parcel offers the perfect blend of privacy, tranquility, and breathtaking natural beauty. Enjoy unobstructed views of the majestic Sangre de Cristo Mountains, where vibrant sunrises and glowing sunsets paint the sky daily. The gently rolling terrain provides multiple ideal building sites for your dream home or mountain retreat, surrounded by open meadows and stands of mature pines. Beckwith Mountain Ranch offers well-maintained roads, underground utilities, and year-round access, ensuring comfort without sacrificing seclusion. Whether you envision a peaceful getaway, equestrian property, or full-time residence, this land captures the essence of Colorado livingwide-open spaces, endless mountain views, and the serenity of nature at your doorstep.",150000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
single_family,,"Welcome to this remodeled ranch-style home, where modern design meets timeless charm. Featuring four spacious bedrooms, two updated bathrooms, a one-car garage, and an oversized carport, this residence offers both comfort and functionality for today's lifestyle. Step inside to discover a bright and inviting living room filled with natural light. The fully renovated kitchen showcases sleek stainless steel appliances, crisp white cabinetry, elegant countertops, and a versatile island with a butcher block top-perfect for cooking and entertaining. Each bedroom is thoughtfully designed with generous closet space, providing comfort for family and guests alike. The bathrooms have been beautifully updated with stylish tilework and contemporary fixtures, adding a touch of luxury throughout. Additional updates include new carpet and vinyl plank flooring, fresh interior and exterior paint, new trim, lighting, hardware, and texture, plus ceiling fans for year-round comfort. The lower level offers exceptional versatility with two additional bedrooms, a 3/4 bathroom, and a spacious family room-ideal for movie nights, entertaining, or relaxing. Outside, the fenced backyard includes a convenient storage shed for all your outdoor essentials. With its thoughtful upgrades, modern finishes, and inviting layout, this remodeled ranch is ready to welcome you home. Located in a established neighborhood, this home provides easy access to Fort Carson, I-25, shopping, and restaurants, combining living with everyday convenience. Schedule your private showing today!",370000,1758.0,2.0,4.0,2.0,2.0,2.0,1.0
townhomes,townhouse,"Come home to this brand-new townhome conveniently located near Marksheffel and Highway 24. This home, our Topaz model, is situated in one of the most sought-after locations in town. The front door opens to a covered porch / patio. The main level features an open concept floor plan which includes the living room, half bath, dining area, kitchen with a center island, pantry, stainless steel kitchen appliances that include a built in microwave, a dishwasher, and a smooth-top stove with a self-cleaning oven. The attached two-car garage is easily accessed through the kitchen. The upper level of this home features three bedrooms, a full hall bath and a generously sized laundry room. The large primary bedroom boasts a huge walk-in closet and an attached full bath, which includes an oversized tub and private, enclosed toilet. Central Air is also included with this home. **This home is MOVE IN READY NOW.",327875,1561.0,2.0,3.0,3.0,3.0,3.0,2.0
duplex_triplex,,"Welcome to Arcadian on Beaver Creek - an exclusive offering of twelve new residences on the last available site within the gates of Beaver Creek resort. An idyllic alpine community, Arcadian on Beaver Creek will embody a captivating blend of nature and elegance. Majestic mountain vistas paint a backdrop for a select few to admire, while bespoke comforts and timeless design embrace every detail. The calming sounds of flowing water surround the tranquil outdoor spaces. Here at Arcadian, you will truly find your paradise. Residence One is an end residence, steps from the acclaimed Mirabelle restaurant featuring 4 bedrooms, 4.5 bathrooms, a 2 car garage and elevator. This well-appointed residence features multiple decks and an at-grade patio with optional in-ground hot tub. The grand staircase with floor-to-ceiling windows brings you to the second level featuring 3 bedrooms with en-suite bathrooms and a secondary living area. The top level features an open and airy layout with vaulted ceilings. This striking space flows between the kitchen, dining and living room and extends to two outdoor decks where you are immediately immersed in nature. The primary bedroom suite is conveniently located off the top-level living room. Arcadian on Beaver Creek is a 5-minute Village Connect on-demand shuttle ride from your door to Beaver Creek Village, ski lifts, trails, and golf club. Arcadian features gated community privacy, with a secluded and peaceful location at the end of Beaver Creek Drive and is walking distance to the Eagle Valley Trail, the Westin Riverfront Resort & Spa, Nottingham Lake, and all that the town of Avon has to offer.",5995000,3378.0,3.0,4.0,5.0,1.0,4.0,2.0
land,,"Dont miss this rare opportunity to own a beautifully level and tree-covered .33-acre lot in the sought-after St. Marys Glacier community. Surrounded by towering pines and mountain serenity, this lot offers an ideal build site for your dream cabin or full-time home. Unlike many lots in the area, this property offers gently flat terrain, minimizing site work and maximizing build potential. The setting is peaceful and private, yet you're just minutes from all the adventure Colorado has to offerhike to St. Marys Glacier, fish in the two private lakes, or explore endless nearby trails for ATV, snowshoeing, and more. Located only about an hour from Denver and 15 minutes from downtown Idaho Springs, youll enjoy the best of both worldsquiet mountain living with quick access to town amenities, dining, and I-70. Whether youre building now or investing for the future, this lot is a perfect place to bring your mountain vision to life.",32500,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
condos,condo,"Discover refined urban living in this impeccably designed ground-level residence, where contemporary style meets unmatched city convenience. Nestled in the heart of Denver with an exceptional walk score, this modern retreat offers an open, airy layout enhanced by soaring ceilings, polished concrete floors, and a sophisticated, minimalist aesthetic. The kitchen is a true focal pointcrafted with quartz countertops, flat-panel cabinetry, recessed lighting, and integrated stainless steel appliances, including a Bosch range and concealed refrigerator. A striking black tile backsplash adds depth and contrast while maintaining a sleek architectural feel. Expansive windows illuminate the home with natural light, complemented by custom dual-roller shades that let you tailor brightness and privacy to your liking. The bedroom provides a peaceful sanctuary, completed with a walk-in closet. The full bathroom continues the modern theme, featuring a floating vanity, glass-enclosed tub/shower, and ample room for daily comfort. Additional conveniences include in-unit laundry, a sizable linen/storage closet, and a well-designed entry nook ideal for coats, shoes, and everyday essentials. Two mini-split systems offer year-round climate control, ensuring comfort in every season. Beyond the unit, The Arbory delivers elevated amenities such as secure package delivery, a fully automated parking system with your own deeded space (#34), and a stunning rooftop loungeperfect for gatherings set against breathtaking skyline views. All of this places you minutes from Downtown, City and Cheesman Parks, RiNo, Coors Field, plus countless restaurants, cafs, and shops along 17th Avenue. Dont miss this opportunity to claim a polished, modern haven in one of Denvers most vibrant urban settings.",349000,568.0,1.0,1.0,1.0,1.0,1.0,2.0
land,,"Build your mountain retreat or investment property on this 0.3-acre lot in the beautiful Twin Lakes community. The property is level and build-ready, offering a great mix of trees and mountain viewsan ideal canvas for a cabin, full-time residence, or rental. Electricity is nearby, with service already installed at the neighboring property. When you're ready to build, tap into the Mount Elbert Water Association community water system. No HOA, giving you flexibility and freedom, while the property is located in a special tax district for road maintenance, ensuring year-round access with snow plowing. Just minutes from Twin Lakes access for fishing, boating, hiking, and endless outdoor recreation, and perfectly positioned between Buena Vista and Leadville, with Aspen accessible seasonally over Independence Pass. Ski Cooper is approximately 30 minutes away, making this a fantastic year-round basecamp for mountain adventures. Enjoy the serenity, accessibility, and recreation that make Twin Lakes one of Colorados most sought-after alpine communities.",59000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
land,,"Hartsel listed by Travel and Leisure Magazine (June 2024) as the #3 town to retire to in Colorado! Own a piece of the Old West! Beautiful vacant land south of historic Hartsel, CO, just a little over 2 hours from Denver. Land is off grid and ready for your cabin or motor home/camper/tent. The location is in the heart of Southpark, a high mountain valley with a colorful history, 50 miles long and 35 miles wide, surrounded by mountain peaks. Perfect spot for peace and quiet and outdoor recreation. Hartsel is 41 miles from Breckenridge and 7 miles from fishing and boating on the Antero Reservoir. Roads are well marked and maintained by the county. Founded in 1880, Hartsel is close to the geographic center of the state and is often referred to as The Heart of Colorado . Samuel Hartsels 100, 000 acre cattle ranch included the Hartsel Hot Springs as well as the Estates of Colorado development. Originally inhabited by the Ute and Arapahoe Indians, the name South Park started to be used in the 1840s by hunters and trappers since the valley was the home to vast herds. Now, outdoor recreation is the main draw to the area. Hunting is also popular on nearby federal lands and state wildlife areas. Photos (except for photo 1) are from various locations in the Estates of Colorado development and are not specific to this listing but are representative of the area. Roads are well marked. Exact corner longitude and latitude can be obtained at Search on tax schedule 9658. Household use only well permits may be secured through Park County. Covenants were put in place when Hartsel Ranch and the Estates Of Colorado were platted, however, an HOA was never established for enforcement. PHOTOS (except for photo 1) ARE FROM VARIOUS LOCATIONS IN THE ESTATES OF COLORADO DEVELOPMENT AND ARE NOT SPECIFIC TO THIS LISTING. THE PHOTOS ARE REPRESENTATIVE OF THE AREA. Call agent for a map to the property, do not rely on zillows location.",12500,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
condos,condo,"PRICE REDUCED 40K! Stunning 2-bedroom, 2-bath condo with you in mind. This unit offers abundant natural light, complemented by new Andersen windows that provide breathtaking views of the surrounding open space and walking path. The condo features an open-concept layout with high ceilings and engineered bamboo flooring throughout. The spacious living room is flooded with natural light and includes a cozy gas fireplace. It seamlessly connects to the dining room, which provides easy access to the kitchen and a private patio with a great view. This large kitchen is perfect for cooking and entertaining, with engineered bamboo flooring, quartz countertops, and stainless steel appliances. The generous primary suite includes a walk-in closet and a large en-suite bathroom, complete with upgraded vanity countertops and a soaker tub with a shower. Theres also an additional full bathroom with an oversized shower, along with one more spacious bedroom. A convenient laundry closet with LG washer/dryer is located in the hallway. The unit also includes a private 1-car garage with extra storage space, as well as an off-street reserved parking spot. Ideally located near shopping, dining, and the popular Water World amusement park, with easy access to I-25 and US 36, this condo is just 15-20 minutes from downtown Denver. It truly has it all.",334000,1171.0,1.0,2.0,2.0,2.0,2.0,1.0
condos,condo,"Welcome to Grand Lodge, Unit 351. This beautifully updated corner unit offers the ideal retreat after a day of skiing in the winter or hiking in the summer. The owners have renovated this space to set it apart from others. Featuring stunning new flooring throughout, the unit gives a modern mountain feel, complemented by updated furniture and bedding-making it the perfect home away from home. As you step inside, you enter into the bedroom, complete with a comfortable king-size bed and wall-mounted hooks for your coats. A small hallway leads to the living room, where two walls of windows provide great mountain views. As a corner unit, it offers additional space, including a cozy ""bumped-out"" area, perfect for a bistro table. The kitchenette is equipped with a mini fridge, microwave, stovetop burner and a dishwasher, offering all the essentials. Conveniently located in the heart of the mountain village, you're just a short walk from the base of the ski resort and have easy access to the free shuttle to the Town of Crested Butte. Property amenities include: indoor/outdoor pool, hot tub, restaurant, business center, front desk services, exercise facilities and a great parking lot for off-street parking.",319000,498.0,1.0,0.0,1.0,1.0,1.0,2.0
land,,"Discover the rare opportunity to purchase a duplex lot in Aurora. It is conveniently located within a few miles of Aurora Town Center's diverse shopping, dining, and entertainment options and just minutes from the Anschutz Medical Campus. It offers excellent transportation access via I-225, I-70, and E-470, providing seamless connections to Cherry Creek Shopping Center, Downtown Denver, and Denver International Airport. This generously proportioned lot #5, one of the largest in the development, accommodates two pre-designed units with spacious backyards. Architectural drawings are included with customization flexibility, and survey and soil reports are available for immediate review. Additional advantages include no HOA restrictions and the flexibility to select a builder. Multiple investment strategies are available: build and sell for immediate return, develop and maintain as rental properties, or owner-occupy one unit while generating rental income from the second. This versatile investment opportunity offers exceptional potential in Aurora's growing real estate market.",249000,1962.0,2.0,3.0,0.0,2.0,2.0,2.0
land,,"Looking for a private spot with land only 15 minutes from the Town of Delta? Check out this 9.72 acres of low maintenance, high desert terrain that just lends itself for a modern southwest sytled home tucked into the hills on the property, but the minimal covenants also allow you to install a new mobile or modular home home if that better fits your budget. The covenants are one page and designed to protect propery values by keeping the site orderly. The owner of this property has access through private property to 1000's of acres of BLM property that goes all the way to the Gunnison River adding recreation to potential uses. There's DMEA Electricity, Elevate Internet Service (available upon application) and Tri-County Domestic water line to the property being installed and will be completed by October so you have all the conventiences and many choices as to where you build and what you build. If you need a place for your equipment or ""stuff"" most of the land is a level site with views of Grand Mesa and the San Juans. Firebird Lane is a private road limited to 8 addresses off of Peach Valley Road. You can have a barn and horses if you haul your feed. Come out and take a look. There's a locked gate so an appointment must be made.",190000,1962.0,2.0,3.0,2.0,2.0,2.0,2.0
