dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,train_r2,test_r2,rmse,mae,mse,r2_score,mape,pipeline_variant,model,difficulty
regression__hard__bobnau_daily-website-visitors__daily-website-visitors,regression__hard__bobnau_daily-website-visitors__daily-website-visitors.json,regression,Returning.Visits,linear,failed,"could not convert string to float: '1,036'",,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,hard
regression__hard__deepcontractor_car-price-prediction-challenge__car_price_prediction,regression__hard__deepcontractor_car-price-prediction-challenge__car_price_prediction.json,regression,Price,random_forest,success,,,,,,19237.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/deepcontractor_car-price-prediction-challenge/car_price_prediction_preprocessed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/car_price_prediction_model.pkl,4.0,"['1:handle_missing_values', '1:encode_categorical', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,85477.0567,3065.5139,7306327215.1562,0.7645940481259814,628.093,4,Mistral,hard
regression__hard__kanchana1990_colorado-real-estate-market-2026__colorado_real_estate_2026,regression__hard__kanchana1990_colorado-real-estate-market-2026__colorado_real_estate_2026.json,regression,garage,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,hard
regression__hard__milanvaddoriya_old-car-price-prediction__car_price,regression__hard__milanvaddoriya_old-car-price-prediction__car_price.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,hard
regression__hard__spittman1248_cdc-data-nutrition-physical-activity-obesity__Nutrition__Physical_Activity__and_Obesity_-_Behavioral_Risk_Factor_Surveillance_System,regression__hard__spittman1248_cdc-data-nutrition-physical-activity-obesity__Nutrition__Physical_Activity__and_Obesity_-_Behavioral_Risk_Factor_Surveillance_System.json,classification,Class,naive_bayes,failed,"Input X contains NaN.
GaussianNB does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,hard
regression__hard__taweilo_mba-admission-dataset__MBA,regression__hard__taweilo_mba-admission-dataset__MBA.json,regression,gpa,linear,success,,,,,,692.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/taweilo_mba-admission-dataset/MBA_processed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/regression_linear_MBA.joblib,3.0,"['1:handle_missing_values', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.1038,0.0833,0.0108,0.3196364499007348,2.4765,4,Mistral,hard
regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse,regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse.json,regression,Price(USD),linear,success,,,,,,3479.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/valakhorasani_tehran-house-prices-dataset/TehranHouse.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.0026,0.0021,0.0,1.0,0.0,4,Mistral,hard
regression__mid__CooperUnion_cardataset__data,regression__mid__CooperUnion_cardataset__data.json,regression,MSRP,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,medium
regression__mid__alamshihab075_health-and-lifestyle-data-for-diabetes-prediction__Diabetes_and_LifeStyle_Dataset ,regression__mid__alamshihab075_health-and-lifestyle-data-for-diabetes-prediction__Diabetes_and_LifeStyle_Dataset .json,regression,diagnosed_diabetes,ridge,success,,,,,,97297.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/alamshihab075_health-and-lifestyle-data-for-diabetes-prediction/Diabetes_and_LifeStyle_Dataset .csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__mid__alamshihab075_health-and-lifestyle-data-for-diabetes-prediction__Diabetes_and_LifeStyle_Dataset .pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.1363,0.0805,0.0186,0.9090036293823696,,4,Mistral,medium
regression__mid__camnugent_california-housing-prices__housing,regression__mid__camnugent_california-housing-prices__housing.json,regression,median_house_value,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,medium
regression__mid__harlfoxem_housesalesprediction__kc_house_data,regression__mid__harlfoxem_housesalesprediction__kc_house_data.json,regression,,,failed,can't multiply sequence by non-int of type 'numpy.float64',,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,medium
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.json,classification,total_sales_price,naive_bayes,success,,0.5587920475928132,0.6016,0.5443,0.5247173552624274,219703.0,22202.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,4,Mistral,medium
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.json,regression,RiskScore,ridge,success,,,,,,20000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,1.9492,1.5056,3.7993,0.9622637037277404,3.0474,4,Mistral,medium
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance.json,regression,charges,gradient_boosting,success,,,,,,1338.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/backend/models/regression_model.pkl,4.0,"['1:load_csv', '1:infer_data_types', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,3850.9558,2162.0931,14829860.2228,0.8473344101154042,26.6765,4,Mistral,medium
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset.json,regression,,,failed,filter_rows: Unknown condition: notnull,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,medium
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,medium
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,4,Mistral,medium
classification__easy__abhishek14398_heart-disease-classification__heart,classification__easy__abhishek14398_heart-disease-classification__heart.json,classification,target,logistic,success,,0.856904147350281,0.8531,0.9152,0.8785210514571833,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/abhishek14398_heart-disease-classification/heart.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__abhishek14398_heart-disease-classification__heart.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__brsahan_genomic-data-for-cancer__gene_expression,classification__easy__brsahan_genomic-data-for-cancer__gene_expression.json,classification,Cancer Present,logistic,success,,,,,,600.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/brsahan_genomic-data-for-cancer/gene_expression.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__brsahan_genomic-data-for-cancer__gene_expression.pkl,4.0,"['1:load_csv', '1:validate_csv_structure', '1:detect_duplicates', '2:train_classification_model']",classification,0.8542,0.8667,-0.0125,2400.0,"['Gene One', 'Gene Two']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__brsahan_genomic-data-for-cancer__gene_expression.pkl,,,,,,,,5,Mistral,easy
classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification,classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification.json,classification,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.json,classification,diabetes,naive_bayes,success,,,,,,199.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/himanshunakrani_naive-bayes-classification-data/Naive-Bayes-Classification-Data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.pkl,3.0,"['1:load_csv', '2:remove_duplicates', '3:train_classification_model']",classification,0.9347,0.9296,0.005,796.0,"['glucose', 'bloodpressure']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.pkl,,,,,,,,5,Mistral,easy
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.json,classification,target,logistic,success,,0.8455507511653669,0.8531,0.9173,0.9100183591603046,242.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/heart disease_train.csv,/home/joshua/Code/ai_projects/amalia/backend/models/heart_disease_model.pkl,5.0,"['1:load_csv', '2:validate_csv_structure', '3:split_dataset', '4:train_classification_model', '5:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata.json,classification,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new.csv,,0.0,[],,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.json,classification,target,logistic,success,,0.8765388145593358,0.8661,0.8083,0.8587270090198005,270.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-statlog/Heart_disease_statlog.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification,classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification.json,classification,eyeDetection,logistic,success,,0.6589929562160451,0.6417,0.4651,0.5280678665946851,14980.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/robikscube_eye-state-classification-eeg-dataset/EEG_Eye_State_Classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__uciml_glass__glass,classification__easy__uciml_glass__glass.json,classification,Type,logistic,success,,0.6538386492976777,0.6124,0.6542,0.6185687082906424,214.0,6.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/uciml_glass/glass.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__uciml_glass__glass.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__yasserh_heart-disease-dataset__heart,classification__easy__yasserh_heart-disease-dataset__heart.json,classification,target,logistic,success,,0.8468035239132097,0.8531,0.9152,0.8823717930539727,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/yasserh_heart-disease-dataset/heart.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__easy__yasserh_heart-disease-dataset__heart.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,easy
classification__easy__yasserh_wine-quality-dataset__WineQT,classification__easy__yasserh_wine-quality-dataset__WineQT.json,classification,,,failed,Workflow has no executable steps,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,easy
classification__hard__abhishek14398_loan-dataset__loan,classification__hard__abhishek14398_loan-dataset__loan.json,classification,total_il_high_credit_limit,naive_bayes,failed,Input y contains NaN.,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__hard__andrewmvd_cyberbullying-classification__cyberbullying_tweets.json,classification,cyberbullying_type,logistic,success,,0.8943675604827098,0.8949,0.8899,0.8804883886719749,47692.0,6.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__hard__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__balaka18_email-spam-classification-dataset-csv__emails,classification__hard__balaka18_email-spam-classification-dataset-csv__emails.json,classification,target,svm,success,,0.969226281844056,0.9743,0.987,1.0,5172.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/balaka18_email-spam-classification-dataset-csv/emails.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__hard__balaka18_email-spam-classification-dataset-csv__emails.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__ddosad_ecommerce-customer-service-satisfaction__Customer_support_data,classification__hard__ddosad_ecommerce-customer-service-satisfaction__Customer_support_data.json,classification,CSAT Score,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__hetulmehta_website-classification__website_classification,classification__hard__hetulmehta_website-classification__website_classification.json,classification,Category,logistic,success,,0.5586017241403374,0.6073,0.5682,0.5045793319769966,1408.0,16.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/hetulmehta_website-classification/website_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__hard__hetulmehta_website-classification__website_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__jocelyndumlao_consumer-review-of-clothing-product__Consumer Review of Clothing Product__data_amazon.xlsx - Sheet1,classification__hard__jocelyndumlao_consumer-review-of-clothing-product__Consumer Review of Clothing Product__data_amazon.xlsx - Sheet1.json,classification,Durability,gradient_boosting,failed,"Input X contains NaN.
GradientBoostingClassifier does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__pashupatigupta_emotion-detection-from-text__tweet_emotions,classification__hard__pashupatigupta_emotion-detection-from-text__tweet_emotions.json,classification,,,failed,"random_state must be an integer, array-like, a BitGenerator, Generator, a numpy RandomState, or None",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__prox37_twitter-multilabel-classification-dataset__mLabel_tweets,classification__hard__prox37_twitter-multilabel-classification-dataset__mLabel_tweets.json,classification,labels,logistic,success,,,,,,1985.0,288.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/prox37_twitter-multilabel-classification-dataset/mLabel_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__hard__prox37_twitter-multilabel-classification-dataset__mLabel_tweets.pkl,2.0,"['1:encode_categorical', '2:train_classification_model']",classification,0.2906,0.2907,-0.0001,7936.0,"['ID', 'tweet']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__hard__prox37_twitter-multilabel-classification-dataset__mLabel_tweets.pkl,,,,,,,,5,Mistral,hard
classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset,classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset.json,classification,"Paper Plane Design Framed Wall Hanging Motivational Office Decor Art Prints (8.7 X 8.7 inch) - Set of 4 Painting made up in synthetic frame with uv textured print which gives multi effects and attracts towards it. This is an special series of paintings which makes your wall very beautiful and gives a royal touch. This painting is ready to hang, you would be proud to possess this unique painting that is a niche apart. We use only the most modern and efficient printing technology on our prints, with only the and inks and precision epson, roland and hp printers. This innovative hd printing technique results in durable and spectacular looking prints of the highest that last a lifetime. We print solely with top-notch 100% inks, to achieve brilliant and true colours. Due to their high level of uv resistance, our prints retain their beautiful colours for many years. Add colour and style to your living space with this digitally printed painting. Some are for pleasure and some for eternal bliss.so bring home this elegant print that is lushed with rich colors that makes it nothing but sheer elegance to be to your friends and family.it would be treasured forever by whoever your lucky recipient is. Liven up your place with these intriguing paintings that are high definition hd graphic digital prints for home, office or any room.",logistic,failed,Input contains NaN,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification.json,classification,is_spam,logistic,success,,0.8559424917782605,0.6732,0.7047,0.713392853792049,148303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/shivamb_spam-url-prediction/url_spam_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__hard__shivamb_spam-url-prediction__url_spam_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,hard
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.json,classification,cyberbullying_type,logistic,success,,0.8831069302381448,0.8949,0.8899,0.8707569579275546,47692.0,6.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,4.0,"['1:load_csv', '2:get_basic_stats', '3:train_classification_model', '4:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,medium
classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots,classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots.json,classification,round_winner,decision_tree,failed,"pos_label=1 is not a valid label. It should be one of ['CT', 'T']",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,medium
classification__mid__fedesoriano_heart-failure-prediction__heart,classification__mid__fedesoriano_heart-failure-prediction__heart.json,classification,HeartDisease,logistic,success,,0.8313007434175532,0.8672,0.874,0.8879433958742745,918.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/fedesoriano_heart-failure-prediction/heart.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__fedesoriano_heart-failure-prediction__heart.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,medium
classification__mid__fedesoriano_stellar-classification-dataset-sdss17__star_classification,classification__mid__fedesoriano_stellar-classification-dataset-sdss17__star_classification.json,classification,,,failed,"random_state must be an integer, array-like, a BitGenerator, Generator, a numpy RandomState, or None",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,medium
classification__mid__nimapourmoradi_dry-bean-dataset-classification__Dry_Bean_Dataset,classification__mid__nimapourmoradi_dry-bean-dataset-classification__Dry_Bean_Dataset.json,classification,Class,logistic,success,,,,,,2723.0,7.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/nimapourmoradi_dry-bean-dataset-classification/Dry_Bean_Dataset.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__nimapourmoradi_dry-bean-dataset-classification__Dry_Bean_Dataset.pkl,3.0,"['1:load_csv', '2:get_basic_stats', '3:train_classification_model']",classification,0.8803,0.8707,0.0096,10888.0,"['Area', 'Perimeter', 'MajorAxisLength', 'MinorAxisLength', 'AspectRation', 'Eccentricity', 'ConvexArea', 'EquivDiameter', 'Extent', 'Solidity', 'roundness', 'Compactness', 'ShapeFactor1', 'ShapeFactor2', 'ShapeFactor3', 'ShapeFactor4']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__nimapourmoradi_dry-bean-dataset-classification__Dry_Bean_Dataset.pkl,,,,,,,,5,Mistral,medium
classification__mid__tanishqdublish_text-classification-documentation__df_file,classification__mid__tanishqdublish_text-classification-documentation__df_file.json,classification,Label,logistic,success,,0.9968586756594936,0.9996,0.9996,1.0,2225.0,5.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/tanishqdublish_text-classification-documentation/df_file.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__tanishqdublish_text-classification-documentation__df_file.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,medium
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris.json,classification,Species,logistic,success,,,,,,30.0,3.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_iris/Iris.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__uciml_iris__Iris.pkl,2.0,"['1:encode_categorical', '2:train_classification_model']",classification,1.0,1.0,0.0,120.0,"['Id', 'SepalLengthCm', 'SepalWidthCm', 'PetalLengthCm', 'PetalWidthCm']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__uciml_iris__Iris.pkl,,,,,,,,5,Mistral,medium
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes.json,classification,Outcome,logistic,success,,0.7685772925921442,0.6947,0.5858,0.5965670949450687,768.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/uciml_pima-indians-diabetes-database/diabetes.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/classification__mid__uciml_pima-indians-diabetes-database__diabetes.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,5,Mistral,medium
classification__mid__xhlulu_cpc-codes__titles,classification__mid__xhlulu_cpc-codes__titles.json,classification,class,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,medium
